Postcode,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021
RG20LP,51.429985,-0.969964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4888,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20LR,51.433319,-0.970838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7914,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083039
RG20LS,51.436701,-0.970684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1315,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082742
RG20LU,51.437689,-0.969761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2583,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082742
RG20LW,51.441469,-0.969115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6536,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082737
RG20NA,51.43138,-0.969998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6258,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20ND,51.445901,-0.974138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.94,E01016391,Reading 020E,E02006940,Central Reading South,E00082798
RG20NE,51.429331,-0.976408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2217,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177242
RG20NG,51.433758,-0.969533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8758,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083039
RG20NH,51.437313,-0.973021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1196,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082742
RG20NN,51.440567,-0.96559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6741,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG20NS,51.440665,-0.964572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7157,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082740
RG20NT,51.433046,-0.96942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8089,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083039
RG20NX,51.432142,-0.97705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4808,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177301
RG20NZ,51.433358,-0.976082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6316,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177302
RG20PA,51.432852,-0.977049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5514,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177301
RG20PD,51.432712,-0.976211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5635,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177301
RG20PN,51.418526,-0.980755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0147,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG20PQ,51.433026,-0.976132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5971,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177301
RG20PR,51.433419,-0.976871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6132,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177302
RG20PY,51.433836,-0.976301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6724,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177302
RG20QA,51.425754,-0.977653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8281,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20QE,51.42889,-0.972261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3081,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20QG,51.423227,-0.980701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4822,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG20QJ,51.427848,-0.974399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1376,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20QN,51.427249,-0.971615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1661,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20QQ,51.426769,-0.971402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1254,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20QS,51.428037,-0.978387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0316,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20QX,51.426517,-0.975342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9762,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20QZ,51.427354,-0.97451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0852,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20RA,51.420023,-0.971964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4415,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG20RJ,51.423224,-0.978342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5558,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG20RP,51.433349,-0.986425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.313,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177242
RG20RR,51.44769,-0.97512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0886,E01016391,Reading 020E,E02006940,Central Reading South,E00082798
RG20RU,51.428178,-0.97314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2099,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20RX,51.429503,-0.970435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4263,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174529
RG20SA,51.424119,-0.972641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8242,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20SF,51.434967,-0.985475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5035,E01016389,Reading 013B,E02003401,Coley Park,E00082802
RG20SH,51.423137,-0.969384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.831,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20SJ,51.421567,-0.968743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6968,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG20SL,51.42133,-0.970518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6166,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20SN,51.44424,-0.977349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6764,E01016388,Reading 013A,E02003401,Coley Park,E00082806
RG20ST,51.441345,-0.975449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4457,E01016388,Reading 013A,E02003401,Coley Park,E00082806
RG20SU,51.424287,-0.977484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.688,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20SX,51.424287,-0.977484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.688,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20TA,51.417182,-0.971093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1896,E01016439,Reading 018C,E02003406,Whitley Wood,E00083034
RG20TB,51.427454,-0.975494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0642,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG20TD,51.419656,-0.974302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3307,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG20TG,51.42155,-0.975057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4938,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG20WR,51.432405,-0.976239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5321,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177301
RG20WS,51.43193,-0.975236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5162,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177264
RG20WT,51.432399,-0.975484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.555,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177264
RG20WU,51.432968,-0.974637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6378,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177264
RG20WW,51.432385,-0.974988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.569,E01033859,Reading 017I,E02003405,Kennet Island & Green Park,E00177264
RG20WY,51.43357,-0.974638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6976,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177279
RG20WZ,51.432725,-0.973607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6459,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177279
RG20XA,51.437813,-0.968371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3141,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082742
RG20XZ,51.431561,-0.971252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6042,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177279
RG26AA,51.415173,-0.97589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8379,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG26AB,51.426403,-0.993281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4111,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AD,51.419637,-0.989784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8435,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG26AE,51.42643,-0.996401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3195,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26AF,51.426994,-0.996145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3837,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AG,51.427361,-0.994842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4597,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AH,51.42693,-0.993902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.445,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AJ,51.427395,-0.993575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5013,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AL,51.426667,-0.993577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4285,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AN,51.4273,-0.992988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5096,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AP,51.427056,-0.992864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.489,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AQ,51.427267,-0.992255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5285,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AR,51.425366,-0.996036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2241,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26AS,51.425366,-0.996036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2241,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26AT,51.425131,-0.99702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1709,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AU,51.428041,-0.996524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4771,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26AW,51.42708,-0.995697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4058,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26AX,51.425668,-0.996619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2367,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26AY,51.425571,-0.996866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2196,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26AZ,51.428049,-0.994323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5442,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BJ,51.427139,-0.991021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5532,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BL,51.42708,-0.991468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5338,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BN,51.426923,-0.992076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4996,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BP,51.427451,-0.991776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5615,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BQ,51.427592,-0.991428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5861,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BT,51.427673,-0.994605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.498,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26BU,51.426432,-0.999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.217,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26BW,51.427024,-1.000632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2523,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26BY,51.426963,-0.998763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.302,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177323
RG26DA,51.414736,-0.97521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8165,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG26DB,51.414736,-0.97521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8165,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG26DH,51.414728,-0.975203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.816,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG26DN,51.425673,-1.000373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1245,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26DT,51.414736,-0.97521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8165,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG26GE,51.42515,-0.99205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3234,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26GF,51.423146,-0.994114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0605,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26GP,51.426272,-0.987624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5705,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26UA,51.424667,-0.989155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3636,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26UB,51.425169,-0.98795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4506,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26UE,51.420712,-0.984137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1254,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG26UG,51.420212,-0.987642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9669,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG26UH,51.423263,-0.991156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1624,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26UJ,51.425828,-0.984965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6081,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26UL,51.420256,-0.986563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0047,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG26UP,51.419865,-0.987118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9486,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG26UQ,51.419835,-0.986745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9572,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG26UU,51.422265,-0.992185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0314,E01033858,Reading 017H,E02003405,Kennet Island & Green Park,E00177353
RG26UW,51.419416,-0.991298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7748,E01035264,Wokingham 017F,E02003455,Spencers Wood & Swallowfield,E00084199
RG27AA,51.444458,-0.963422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1277,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG27AB,51.444456,-0.964156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1045,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG27AD,51.44409,-0.964567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0554,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082732
RG27AG,51.443957,-0.96375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0677,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG27AH,51.443411,-0.964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0051,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG27AJ,51.442959,-0.961672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.034,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AL,51.442855,-0.95707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.169,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AN,51.444465,-0.962199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1666,E01016414,Reading 014F,E02003402,Southampton Street & Redlands Road,E00082933
RG27AP,51.444156,-0.960781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1805,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AQ,51.442957,-0.963542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9751,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082736
RG27AR,51.4437,-0.961137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1242,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AS,51.445004,-0.96105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2561,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AT,51.443854,-0.959133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2025,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082906
RG27AU,51.442694,-0.960152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0556,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AX,51.442116,-0.961786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.947,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27AY,51.44335,-0.958981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1575,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27AZ,51.442772,-0.955848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1996,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27BB,51.442997,-0.957886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1572,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082934
RG27BD,51.443325,-0.956354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2382,E01016413,Reading 014E,E02003402,Southampton Street & Redlands Road,E00082906
RG27BE,51.442568,-0.956126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1707,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27BG,51.441643,-0.960277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9477,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27BH,51.442277,-0.954781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1847,E01016370,Reading 016A,E02003404,Leighton Park,E00174473
RG27BJ,51.43918,-0.951283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9918,E01016370,Reading 016A,E02003404,Leighton Park,E00174473
RG27BL,51.439738,-0.963486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6581,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082740
RG27BN,51.440416,-0.95173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.099,E01016370,Reading 016A,E02003404,Leighton Park,E00174473
RG27BP,51.438744,-0.951782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9328,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27BQ,51.434943,-0.952128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5481,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27BS,51.43351,-0.954573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3282,E01016370,Reading 016A,E02003404,Leighton Park,E00082708
