Postcode,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021
RG27QN,51.427989,-0.966916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3883,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083044
RG27QP,51.427981,-0.966053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4151,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083045
RG27QQ,51.428766,-0.968394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.418,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083045
RG27QR,51.428944,-0.964132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5714,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083044
RG27QS,51.42966,-0.962663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.689,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27QT,51.433565,-0.962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0645,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27QU,51.441197,-0.962747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8258,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082740
RG27QW,51.44123,-0.963423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8078,E01016376,Reading 014C,E02003402,Southampton Street & Redlands Road,E00082740
RG27RA,51.4324,-0.966514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8367,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083041
RG27RB,51.430493,-0.965349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6853,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174536
RG27RD,51.431217,-0.966944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7062,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174536
RG27RE,51.432511,-0.965778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.871,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083041
RG27RF,51.432488,-0.965261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8851,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083041
RG27RG,51.430844,-0.964435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7491,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083043
RG27RH,51.433262,-0.965358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9585,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083041
RG27RN,51.441313,-0.956437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0369,E01016370,Reading 016A,E02003404,Leighton Park,E00177239
RG27RP,51.432069,-0.952467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2549,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27RQ,51.430624,-0.964914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7121,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083043
RG27RR,51.432545,-0.957506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1386,E01016371,Reading 016B,E02003404,Leighton Park,E00082713
RG27RS,51.433399,-0.949358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4866,E01016371,Reading 016B,E02003404,Leighton Park,E00082709
RG27RT,51.432938,-0.951138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3834,E01016371,Reading 016B,E02003404,Leighton Park,E00082712
RG27RU,51.432461,-0.954127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2395,E01016371,Reading 016B,E02003404,Leighton Park,E00082713
RG27RX,51.432786,-0.957121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1748,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27RY,51.433093,-0.959421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1311,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27RZ,51.433314,-0.960906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1053,E01016372,Reading 017B,E02003405,Kennet Island & Green Park,E00082710
RG27SA,51.433536,-0.963798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0351,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27SB,51.433862,-0.964064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0588,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27SD,51.43246,-0.964082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9198,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27SE,51.43033,-0.963209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7375,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27SF,51.432212,-0.964505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8819,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083043
RG27SG,51.43029,-0.963728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.717,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083044
RG27SH,51.43287,-0.963756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9706,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27SJ,51.431888,-0.963476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8827,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27SL,51.431183,-0.963075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8259,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083042
RG27SN,51.433484,-0.965837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9653,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27SP,51.433805,-0.967656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9396,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174536
RG27SR,51.434876,-0.966818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0719,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083039
RG27SS,51.434469,-0.96639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0452,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083039
RG27ST,51.433861,-0.965906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0004,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27SU,51.434156,-0.964748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0662,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27SW,51.433472,-0.96777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.903,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00174536
RG27SX,51.434869,-0.965063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1267,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083040
RG27SY,51.434497,-0.963647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1348,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082718
RG27SZ,51.436181,-0.967033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1943,E01033857,Reading 017G,E02003405,Kennet Island & Green Park,E00083039
RG27TA,51.437369,-0.9669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3162,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082718
RG27TB,51.436949,-0.964383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3538,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082718
RG27TD,51.437996,-0.964748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4459,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082741
RG27TE,51.437901,-0.966232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3898,E01016377,Reading 017C,E02003405,Kennet Island & Green Park,E00082742
RG27TN,51.439484,-0.961218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7045,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27TP,51.438345,-0.95746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7115,E01016415,Reading 016D,E02003404,Leighton Park,E00082913
RG27TR,51.439158,-0.960981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6798,E01016415,Reading 016D,E02003404,Leighton Park,E00082911
RG27TS,51.439126,-0.958349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7602,E01016415,Reading 016D,E02003404,Leighton Park,E00082912
RG27TT,51.438671,-0.958762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7021,E01016415,Reading 016D,E02003404,Leighton Park,E00082907
RG27TU,51.438433,-0.958292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6936,E01016415,Reading 016D,E02003404,Leighton Park,E00082912
RG27TW,51.439401,-0.957983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.799,E01016415,Reading 016D,E02003404,Leighton Park,E00082912
RG27TX,51.438461,-0.959414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6607,E01016415,Reading 016D,E02003404,Leighton Park,E00082907
RG27TY,51.438397,-0.960336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6251,E01016415,Reading 016D,E02003404,Leighton Park,E00082907
RG27TZ,51.438375,-0.958869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6695,E01016415,Reading 016D,E02003404,Leighton Park,E00082912
RG27UA,51.437836,-0.957889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6476,E01016415,Reading 016D,E02003404,Leighton Park,E00082913
RG27UB,51.437172,-0.958005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5784,E01016415,Reading 016D,E02003404,Leighton Park,E00082913
RG27UD,51.436764,-0.959668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4851,E01016415,Reading 016D,E02003404,Leighton Park,E00082914
RG27UE,51.437114,-0.960624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4892,E01016415,Reading 016D,E02003404,Leighton Park,E00082914
RG27UF,51.436457,-0.958524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4913,E01016415,Reading 016D,E02003404,Leighton Park,E00082913
RG27UG,51.437379,-0.9601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.532,E01016415,Reading 016D,E02003404,Leighton Park,E00082914
RG27UH,51.438282,-0.961591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5739,E01016415,Reading 016D,E02003404,Leighton Park,E00082907
RG27UQ,51.437833,-0.961558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5306,E01016415,Reading 016D,E02003404,Leighton Park,E00082907
RG28AA,51.425428,-0.968139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0967,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG28AB,51.424907,-0.968222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0427,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG28AD,51.424977,-0.96497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1537,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083048
RG28AE,51.424983,-0.963604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1983,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083048
RG28AF,51.425045,-0.962509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2397,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28AG,51.42605,-0.963191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3165,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28AH,51.427807,-0.962619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5079,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083046
RG28AJ,51.428361,-0.963211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5434,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083046
RG28AL,51.428139,-0.964539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.479,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083049
RG28AN,51.427338,-0.964528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4004,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083049
RG28AP,51.426825,-0.965432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3209,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083049
RG28AQ,51.416797,-0.963228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4066,E01016441,Reading 018E,E02003406,Whitley Wood,E00083023
RG28AR,51.42699,-0.965816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3249,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083049
RG28AS,51.426073,-0.964787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2675,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083048
RG28AT,51.425321,-0.964171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2133,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083048
RG28AU,51.425287,-0.965452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1688,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083049
RG28AW,51.427404,-0.965821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3656,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083045
RG28AX,51.425835,-0.966432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1914,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083049
RG28AY,51.426653,-0.968427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2084,E01016437,Reading 018B,E02003406,Whitley Wood,E00083025
RG28AZ,51.426924,-0.968551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2312,E01016437,Reading 018B,E02003406,Whitley Wood,E00083025
RG28BA,51.427578,-0.96727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3365,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083045
RG28BB,51.427615,-0.968334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3063,E01016437,Reading 018B,E02003406,Whitley Wood,E00083025
RG28BD,51.428147,-0.968581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.351,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083045
RG28BE,51.422151,-0.953364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2543,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28BF,51.417656,-0.963576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4795,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28BL,51.426821,-0.943679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.031,E01016680,Wokingham 012E,E02003450,Shinfield,E00084180
RG28BN,51.42455,-0.967511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0302,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28BP,51.424438,-0.968974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9724,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG28BS,51.42462,-0.963166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1767,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083048
RG28BT,51.424668,-0.961496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2354,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28BW,51.424592,-0.965166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1095,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083048
RG28DB,51.424675,-0.959267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3083,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28DD,51.429204,-0.961791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.672,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083046
RG28DE,51.428751,-0.961499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6368,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083046
RG28DF,51.428836,-0.960999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6612,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG28DG,51.425639,-0.959489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3957,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082695
RG28DH,51.427858,-0.961116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5613,E01016443,Reading 017F,E02003405,Kennet Island & Green Park,E00083046
RG28DJ,51.425427,-0.961882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2975,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28DL,51.425372,-0.957798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4245,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28DN,51.425598,-0.954888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5416,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28DP,51.424869,-0.957824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3743,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28DR,51.425194,-0.954983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4989,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28DW,51.426033,-0.955194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5742,E01016373,Reading 016C,E02003404,Leighton Park,E00082694
RG28EA,51.427033,-0.945405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9943,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28EB,51.427623,-0.944854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0701,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28ED,51.426511,-0.943283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.014,E01016680,Wokingham 012E,E02003450,Shinfield,E00084180
RG28EE,51.42797,-0.943571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1466,E01016680,Wokingham 012E,E02003450,Shinfield,E00084180
RG28EF,51.428474,-0.943617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1942,E01016680,Wokingham 012E,E02003450,Shinfield,E00084180
RG28EG,51.427795,-0.942209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1749,E01016680,Wokingham 012E,E02003450,Shinfield,E00084181
RG28EH,51.42579,-0.941219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0128,E01016680,Wokingham 012E,E02003450,Shinfield,E00084181
RG28EJ,51.425775,-0.943444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.937,E01016680,Wokingham 012E,E02003450,Shinfield,E00084180
RG28EL,51.424854,-0.942933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8644,E01016680,Wokingham 012E,E02003450,Shinfield,E00084181
RG28EN,51.426531,-0.944419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9781,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28EP,51.429145,-0.942264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3046,E01016654,Wokingham 012B,E02003450,Shinfield,E00084046
RG28EQ,51.426952,-0.942238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0918,E01016680,Wokingham 012E,E02003450,Shinfield,E00084181
RG28EU,51.424648,-0.943173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8363,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG28EW,51.425286,-0.945023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8367,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG28EX,51.42755,-0.94686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9965,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG28EY,51.426302,-0.947042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8687,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG28FS,51.415239,-0.969101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0628,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG28FT,51.415239,-0.969101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0628,E01016439,Reading 018C,E02003406,Whitley Wood,E00177256
RG28HA,51.427981,-0.945786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0742,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG28HD,51.427005,-0.946283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9624,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG28HE,51.426125,-0.946356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8742,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28HF,51.425142,-0.945976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7909,E01016680,Wokingham 012E,E02003450,Shinfield,E00084183
RG28HG,51.425816,-0.946953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8242,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28HH,51.422702,-0.952796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3269,E01016369,Reading 018A,E02003406,Whitley Wood,E00082698
RG28HJ,51.42403,-0.950479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5331,E01016369,Reading 018A,E02003406,Whitley Wood,E00082698
RG28HL,51.424401,-0.950744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5606,E01016369,Reading 018A,E02003406,Whitley Wood,E00082698
RG28HN,51.42423,-0.952733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4784,E01016369,Reading 018A,E02003406,Whitley Wood,E00082690
